asset,freq,dataset,family,family_id,params,sharpe,max_dd,ann_return
BTC,D,base,HYBRID_CONF,HYB_CONF_XGB_TA_RSI21_65-35_prob055,,-0.0666186160799593,-0.2867792389991193,-0.0301723862013443
BTC,D,base,HYBRID_CONF,HYB_CONF_XGB_TA_RSI21_65-35_prob060,,0.1135419195349993,-0.2515074595860289,0.0041440149033469
BTC,D,base,HYBRID_CONF,HYB_CONF_XGB_TA_RSI21_70-30_prob052,,0.4134289010363624,-0.1857234310172572,0.0503051258110236
BTC,D,base,HYBRID_CONF,HYB_CONF_XGB_TA_RSI21_70-30_prob055,,0.2977753766558297,-0.2135190811867193,0.0324934217384083
BTC,D,base,HYBRID_CONF,HYB_CONF_XGB_TA_RSI21_70-30_prob060,,0.4822431835989738,-0.1438742460599764,0.058151353539934
BTC,D,base,HYBRID_WEIGHT,HYB_WGT_GRU_TA_MACD_12-26-9_a0p25,,0.010974669851649,-0.6146295037545629,-0.053653285024676
BTC,D,base,HYBRID_WEIGHT,HYB_WGT_GRU_TA_MACD_12-26-9_a0p5,,-0.060234445915472,-0.5391254964827611,-0.0449666878200414
BTC,D,base,HYBRID_WEIGHT,HYB_WGT_GRU_TA_MACD_12-26-9_a0p75,,-0.1563684079748269,-0.5285295595844439,-0.0554619294764046
BTC,D,base,HYBRID_WEIGHT,HYB_WGT_GRU_TA_MACD_19-39-9_a0p25,,0.4049275208657029,-0.4321517490030712,0.0825932437302841
BTC,D,base,HYBRID_WEIGHT,HYB_WGT_GRU_TA_MACD_19-39-9_a0p5,,0.3056373911897592,-0.3719639243722311,0.0454094056644147
BTC,D,base,HYBRID_WEIGHT,HYB_WGT_GRU_TA_MACD_19-39-9_a0p75,,0.0490020727924069,-0.4676062041849269,-0.01157830739725
BTC,D,base,HYBRID_WEIGHT,HYB_WGT_GRU_TA_MAcross_10-50_a0p25,,-0.0909979184774664,-0.5994234338613611,-0.0788458047464178
BTC,D,base,HYBRID_WEIGHT,HYB_WGT_GRU_TA_MAcross_10-50_a0p5,,-0.1641777319717038,-0.5114400408531412,-0.0620651896125739
BTC,D,base,HYBRID_WEIGHT,HYB_WGT_GRU_TA_MAcross_10-50_a0p75,,-0.2251817148518211,-0.4904202794781288,-0.0644871207832125
BTC,D,base,HYBRID_WEIGHT,HYB_WGT_GRU_TA_MAcross_20-100_a0p25,,0.0340121387279134,-0.3795344216977493,-0.036652970109806
BTC,D,base,HYBRID_WEIGHT,HYB_WGT_GRU_TA_MAcross_20-100_a0p5,,-0.0485428617094738,-0.3816902073165537,-0.0365655961813488
BTC,D,base,HYBRID_WEIGHT,HYB_WGT_GRU_TA_MAcross_20-100_a0p75,,-0.155835899759628,-0.4388855653358277,-0.0533869715052132
BTC,D,base,HYBRID_WEIGHT,HYB_WGT_GRU_TA_MAcross_50-200_a0p25,,0.3335484917256217,-0.3284924013627098,0.0558115896270992
BTC,D,base,HYBRID_WEIGHT,HYB_WGT_GRU_TA_MAcross_50-200_a0p5,,0.2107486336192403,-0.3571192240239083,0.0224076670827364
BTC,D,base,HYBRID_WEIGHT,HYB_WGT_GRU_TA_MAcross_50-200_a0p75,,-0.0245416928825621,-0.4298272604709451,-0.025677517213011
BTC,D,base,HYBRID_WEIGHT,HYB_WGT_GRU_TA_RSI14_65-35_a0p25,,-0.0655015095870951,-0.4426581416655846,-0.0495631839329249
BTC,D,base,HYBRID_WEIGHT,HYB_WGT_GRU_TA_RSI14_65-35_a0p5,,-0.1256249530064528,-0.421999288009791,-0.0551416042121054
BTC,D,base,HYBRID_WEIGHT,HYB_WGT_GRU_TA_RSI14_65-35_a0p75,,-0.1763655216739341,-0.4656357426619042,-0.0673598695671581
BTC,D,base,HYBRID_WEIGHT,HYB_WGT_GRU_TA_RSI14_70-30_a0p25,,-0.3642428282181624,-0.4413019417672692,-0.0878529173446804
BTC,D,base,HYBRID_WEIGHT,HYB_WGT_GRU_TA_RSI14_70-30_a0p5,,-0.3436478880758088,-0.4259153514303474,-0.0813289374533204
BTC,D,base,HYBRID_WEIGHT,HYB_WGT_GRU_TA_RSI14_70-30_a0p75,,-0.2753457466118162,-0.4674366105411253,-0.0807496927946527
